2009,4,3,36.728653,-96.997261,0.057,0.051,0.046
2009,4,3,36.818497,-97.017105,0.019,0.014,0.01
2009,4,3,36.906712,-97.034599,0.024,0.018,0.013
2009,4,3,36.996593,-97.054138,NaN,NaN,NaN
2009,4,3,37.084789,-97.071823,0.008,0.006,0.004
2009,4,3,36.176727,-97.079559,NaN,NaN,NaN
2009,4,3,36.266579,-97.099213,NaN,NaN,NaN
2009,4,3,36.354828,-97.117058,NaN,NaN,NaN
2009,4,3,36.444664,-97.136574,NaN,NaN,NaN
2009,4,3,36.53289,-97.154404,0.046,0.034,0.025
2009,4,3,36.6227,-97.173935,0.062,0.046,0.034
2009,4,3,36.710922,-97.192047,0.04,0.03,0.022
2009,4,3,36.800762,-97.211929,0.029,0.022,0.016
2009,4,3,36.888985,-97.229782,0.037,0.028,0.021
2009,4,3,36.978859,-97.249512,0.035,0.026,0.019
2009,4,3,37.067032,-97.267784,0.049,0.036,0.027
2009,4,3,36.159161,-97.267799,NaN,NaN,NaN
2009,4,3,36.248966,-97.287949,NaN,NaN,NaN
2009,4,3,36.33725,-97.305832,NaN,NaN,NaN
2009,4,3,36.427086,-97.325424,NaN,NaN,NaN
2009,4,3,36.515324,-97.343536,NaN,NaN,NaN
2009,4,3,36.605095,-97.36351,NaN,NaN,NaN
2009,4,3,36.693359,-97.381577,0.031,0.023,0.017
2009,4,3,36.783188,-97.401657,0.036,0.027,0.02
2009,4,3,36.871414,-97.419815,NaN,NaN,NaN
2009,4,3,36.961288,-97.439568,NaN,NaN,NaN
2009,4,3,37.049477,-97.458107,0.021,0.015,0.011
2009,4,3,36.141762,-97.451202,NaN,NaN,NaN
2009,4,3,36.231548,-97.471535,NaN,NaN,NaN
2009,4,3,36.319843,-97.489639,NaN,NaN,NaN
2009,4,3,36.409653,-97.509598,NaN,NaN,NaN
2009,4,3,36.497917,-97.527748,NaN,NaN,NaN
2009,4,3,36.587692,-97.547768,NaN,NaN,NaN
2009,4,3,36.675964,-97.566078,NaN,NaN,NaN
2009,4,3,36.765774,-97.586441,NaN,NaN,NaN
2009,4,3,36.854015,-97.604797,NaN,NaN,NaN
2009,4,3,36.943848,-97.625053,NaN,NaN,NaN
2009,4,3,37.032085,-97.64344,NaN,NaN,NaN
2009,4,3,36.124565,-97.629547,NaN,NaN,NaN
2009,4,3,36.214367,-97.649841,NaN,NaN,NaN
2009,4,3,36.30262,-97.668655,NaN,NaN,NaN
2009,4,3,36.392422,-97.688744,NaN,NaN,NaN
2009,4,3,36.480682,-97.707275,NaN,NaN,NaN
2009,4,3,36.570446,-97.727448,NaN,NaN,NaN
2009,4,3,36.658741,-97.74588,NaN,NaN,NaN
2009,4,3,36.748554,-97.766251,NaN,NaN,NaN
2009,4,3,36.836815,-97.78476,NaN,NaN,NaN
2009,4,3,36.926636,-97.805161,NaN,NaN,NaN
2009,4,3,37.014832,-97.824295,NaN,NaN,NaN
2009,4,3,37.10463,-97.844353,NaN,NaN,NaN
2009,4,3,36.107513,-97.80378,NaN,NaN,NaN
2009,4,3,36.197327,-97.823982,NaN,NaN,NaN
2009,4,3,36.285591,-97.842979,NaN,NaN,NaN
2009,4,3,36.37534,-97.863602,NaN,NaN,NaN
2009,4,3,36.463585,-97.882576,NaN,NaN,NaN
2009,4,3,36.553383,-97.902496,NaN,NaN,NaN
2009,4,3,36.641666,-97.921326,NaN,NaN,NaN
2009,4,3,36.731483,-97.941704,NaN,NaN,NaN
2009,4,3,36.819748,-97.96048,NaN,NaN,NaN
2009,4,3,36.909565,-97.981003,NaN,NaN,NaN
2009,4,4,36.607353,-97.000862,0.172,0.128,0.096
2009,4,4,36.694164,-97.036453,0.209,0.186,0.17
2009,4,4,36.780315,-97.069901,0.141,0.105,0.079
2009,4,4,36.867111,-97.105606,0.153,0.114,0.086
2009,4,4,36.953285,-97.13913,0.138,0.102,0.077
2009,4,4,37.040131,-97.17495,0.14,0.104,0.078
2009,4,4,36.127666,-97.054222,0.205,0.183,0.167
2009,4,4,36.213932,-97.086914,0.189,0.169,0.154
2009,4,4,36.300575,-97.123123,0.171,0.153,0.139
2009,4,4,36.386852,-97.156067,0.205,0.183,0.167
2009,4,4,36.473465,-97.19236,0.176,0.157,0.143
2009,4,4,36.559605,-97.225685,0.163,0.121,0.091
2009,4,4,36.646301,-97.261658,0.148,0.11,0.083
2009,4,4,36.732315,-97.295578,0.126,0.094,0.07
2009,4,4,36.81905,-97.331413,0.158,0.122,0.095
2009,4,4,36.90506,-97.365532,0.118,0.088,0.066
2009,4,4,36.99184,-97.40152,0.144,0.107,0.08
2009,4,4,37.077892,-97.435432,0.122,0.09,0.068
2009,4,4,36.164337,-97.318718,0.124,0.111,0.101
2009,4,4,36.251019,-97.354584,0.131,0.117,0.106
2009,4,4,36.337059,-97.388443,0.119,0.106,0.097
2009,4,4,36.423698,-97.424423,0.101,0.09,0.082
2009,4,4,36.509651,-97.458458,0.094,0.07,0.052
2009,4,4,36.596317,-97.494385,0.079,0.059,0.044
2009,4,4,36.682198,-97.528763,0.066,0.049,0.037
2009,4,4,36.768864,-97.564743,0.055,0.041,0.031
2009,4,4,36.854839,-97.598869,0.072,0.054,0.04
2009,4,4,36.94157,-97.634895,0.101,0.075,0.056
2009,4,4,37.027428,-97.669548,0.092,0.068,0.051
2009,4,4,36.112408,-97.558868,0.087,0.078,0.071
2009,4,4,36.198952,-97.595169,0.079,0.059,0.044
2009,4,4,36.285027,-97.6287,0.077,0.061,0.05
2009,4,4,36.371601,-97.664795,0.072,0.054,0.04
2009,4,4,36.457527,-97.698792,0.054,0.04,0.03
2009,4,4,36.544022,-97.735313,0.053,0.047,0.043
2009,4,4,36.629745,-97.77021,0.056,0.042,0.031
2009,4,4,36.71624,-97.806808,0.054,0.048,0.044
2009,4,4,36.80212,-97.841187,0.056,0.05,0.045
2009,4,4,36.888748,-97.877518,0.044,0.033,0.025
2009,4,4,36.974617,-97.911911,0.059,0.052,0.048
2009,4,4,37.061268,-97.948219,0.063,0.056,0.051
2009,4,4,36.144436,-97.84436,0.062,0.055,0.05
2009,4,4,36.230457,-97.877953,0.07,0.062,0.057
2009,4,4,36.316948,-97.914207,0.066,0.049,0.036
2009,4,4,36.402798,-97.948357,0.063,0.056,0.051
2009,4,4,36.489288,-97.984711,0.06,0.054,0.049
2009,4,5,36.650631,-96.988243,NaN,NaN,NaN
2009,4,5,36.738934,-97.009621,NaN,NaN,NaN
2009,4,5,36.828472,-97.032646,NaN,NaN,NaN
2009,4,5,36.916756,-97.054298,NaN,NaN,NaN
2009,4,5,37.00629,-97.077255,NaN,NaN,NaN
2009,4,5,37.094528,-97.098633,NaN,NaN,NaN
2009,4,5,36.190098,-97.008347,NaN,NaN,NaN
2009,4,5,36.279686,-97.030945,NaN,NaN,NaN
2009,4,5,36.367924,-97.052811,NaN,NaN,NaN
2009,4,5,36.457504,-97.075432,NaN,NaN,NaN
2009,4,5,36.545731,-97.097206,NaN,NaN,NaN
2009,4,5,36.635281,-97.120079,NaN,NaN,NaN
2009,4,5,36.723564,-97.141785,NaN,NaN,NaN
2009,4,5,36.813095,-97.164871,NaN,NaN,NaN
2009,4,5,36.90136,-97.186783,NaN,NaN,NaN
