time,xco2_ppm,xco2_ppm_error,xch4_ppm,xch4_ppm_error
2014-02-14,400.48907,0.92031246,1815.7969,0.0038906252
2014-02-15,400.5125,0.775,1816.875,0.0036250001
2014-02-16,401.375,0.4166667,1833.0,0.002
2014-02-17,399.67758,0.31379312,1828.0344,0.0020689657
2014-02-18,399.6,0.84,1822.4,0.0030666667
2014-02-19,400.13144,0.3,1835.3286,0.0010714286
2014-02-20,398.83334,0.58787876,1825.5151,0.0030909092
2014-02-21,399.31863,0.4220339,1817.9491,0.0020677967
2014-02-22,400.71,0.56,1827.75,0.00215
2014-02-23,399.6758,0.4887097,1827.871,0.0020161292
2014-02-24,400.75555,0.42000002,1825.0667,0.002
2014-02-25,399.33334,0.4,1816.5778,0.002
2014-02-26,,,,
2014-02-27,399.1,0.7,1825.75,0.00275
2014-02-28,399.9,0.8,1815.0,0.003
2014-03-01,,,,
2014-03-02,,,,
2014-03-03,399.25714,1.2714286,1815.0,0.0052857143
2014-03-04,402.2,1.5363636,1838.091,0.0056363638
2014-03-05,400.36154,0.85641026,1820.7435,0.003923077
2014-03-06,400.9147,0.41764706,1824.7941,0.0020588236
2014-03-07,401.47272,0.8909091,1829.091,0.0037272729
2014-03-08,399.91092,0.37272727,1824.6364,0.0019818184
2014-03-09,399.1152,0.39565217,1817.7826,0.002
2014-03-10,399.975,0.66136366,1819.591,0.0037500001
2014-03-11,399.33334,1.2777778,1812.7778,0.006
2014-03-12,,,,
2014-03-13,399.7325,0.57500005,1820.45,0.00155
2014-03-14,400.78055,1.3722222,1827.3334,0.005638889
2014-03-15,400.6821,0.36865672,1834.0597,0.0020895523
2014-03-16,398.3,0.40270272,1806.919,0.0013648649
2014-03-17,400.2772,0.40175438,1826.193,0.0023508773
2014-03-18,400.224,0.416,1826.2,0.00232
2014-03-19,399.96057,0.43661973,1816.8029,0.002
2014-03-20,400.05,0.5107143,1816.6428,0.0027142859
2014-03-21,400.32916,0.95000005,1820.0834,0.0031666667
2014-03-22,400.28235,0.8352941,1826.0588,0.002882353
2014-03-23,400.42,1.5733333,1828.9333,0.0064000003
2014-03-24,400.9484,0.5,1831.2258,0.002
2014-03-25,400.68332,0.5,1825.1666,0.0025
2014-03-26,398.63333,0.62222224,1809.4445,0.001888889
2014-03-27,398.93124,0.69374996,1808.8125,0.004125
2014-03-28,399.08862,0.46136364,1813.8636,0.0024318183
2014-03-29,399.51538,0.8384615,1813.9231,0.0036153847
2014-03-30,399.16122,1.2469388,1819.3877,0.004755102
2014-03-31,399.22617,1.6092308,1810.8154,0.0068615386
2014-04-01,399.36874,0.8333333,1813.2291,0.0034166668
2014-04-02,399.81464,1.304878,1810.878,0.006121951
2014-04-03,400.35263,0.8666667,1819.4036,0.003368421
2014-04-04,399.98846,1.9307692,1810.1154,0.0076923077
2014-04-05,399.8569,1.6827586,1816.1724,0.007362069
2014-04-06,399.8125,1.93875,1819.6375,0.0067625004
2014-04-07,399.62125,0.65375,1813.5375,0.0026125002
2014-04-08,399.5157,0.5254902,1807.5686,0.0023333335
2014-04-09,399.88086,0.52340424,1807.1063,0.0020851064
2014-04-10,400.308,1.32,1812.2,0.0048
2014-04-11,400.63043,0.7536232,1811.1449,0.0030144928
2014-04-12,399.568,0.968,1807.36,0.0036000002
2014-04-13,400.6,1.35,1824.7,0.0053
2014-04-14,399.72858,0.98831165,1820.2598,0.0042467536
2014-04-15,400.75436,0.43355706,1821.6779,0.0016107383
2014-04-16,400.1711,0.40222222,1810.7222,0.0014111112
2014-04-17,400.96667,0.58,1814.4667,0.0026
2014-04-18,399.53845,0.88461536,1802.6154,0.004
2014-04-19,400.40656,0.6,1811.8524,0.0024262297
2014-04-20,400.99506,0.45308644,1832.4814,0.0019753086
2014-04-21,400.1309,0.49411765,1818.8677,0.002
2014-04-22,400.75,0.7625,1822.7916,0.003916667
2014-04-23,400.93024,0.9255814,1821.2559,0.0040930235
2014-04-24,401.66882,0.45584416,1825.7533,0.0021168832
2014-04-25,401.35455,0.46363637,1821.0,0.0021818182
2014-04-26,399.66666,0.8652174,1809.3768,0.003173913
2014-04-27,399.7793,0.93103445,1811.2759,0.003758621
2014-04-28,400.5,0.54814816,1818.2593,0.0023950618
2014-04-29,400.26163,0.5767442,1816.0465,0.002139535
2014-04-30,400.41818,0.96477276,1812.8523,0.0029204546
2014-05-01,400.928,0.70600003,1815.86,0.0025000002
2014-05-02,400.39505,2.0641975,1808.6914,0.008444444
2014-05-03,400.93472,0.90833336,1811.6666,0.003736111
2014-05-04,400.31665,0.605,1805.85,0.0021833335
2014-05-05,400.44687,0.575,1805.2188,0.0026875
2014-05-06,399.96875,0.640625,1801.8438,0.0040625
2014-05-07,399.8231,0.7076923,1807.9231,0.003
2014-05-08,400.0,1.144186,1815.9535,0.0048372094
2014-05-09,401.59,0.5233333,1818.3833,0.0023333335
2014-05-10,400.85846,0.4876923,1816.9692,0.002723077
2014-05-11,399.48953,0.38604653,1808.9884,0.0020930234
2014-05-12,399.7988,0.41084337,1813.6868,0.002
2014-05-13,399.93103,0.3770115,1815.6552,0.0016206898
2014-05-14,,,,
2014-05-15,,,,
2014-05-16,402.0853,0.5176471,1819.5588,0.002
2014-05-17,401.0141,0.54366195,1811.7042,0.0020985915
2014-05-18,400.50174,0.6263158,1810.772,0.0029473684
2014-05-19,400.72,0.7966667,1817.2333,0.004
2014-05-20,400.1475,1.3975,1809.7,0.0057
2014-05-21,398.4889,0.6,1798.6666,0.002
2014-05-22,398.93332,0.6166667,1799.5,0.0022500001
2014-05-23,399.5,0.5,1804.0,0.002
2014-05-24,399.1,0.45,1803.5,0.002
2014-05-25,400.08002,0.74,1821.2,0.0029
2014-05-26,400.65002,0.875,1816.0,0.0037500001
2014-05-27,,,,
2014-05-28,,,,
2014-05-29,,,,
2014-05-30,,,,
2014-05-31,,,,
2014-06-01,,,,
2014-06-02,400.02423,0.69848484,1801.697,0.002
2014-06-03,399.9078,0.5272727,1797.7402,0.0015844157
2014-06-04,400.21686,0.59550565,1805.9663,0.0020786517
2014-06-05,400.77835,0.5525773,1816.2577,0.0021030928
2014-06-06,400.98718,0.6820513,1820.859,0.0021538462
2014-06-07,400.73547,0.5983871,1823.5483,0.0020161292
2014-06-08,400.28592,0.5338028,1817.4648,0.002
2014-06-09,401.13333,0.615,1814.7,0.0043833335
2014-06-10,400.94727,0.62545455,1812.4,0.002909091
2014-06-11,400.94922,0.56031746,1812.127,0.002015873
2014-06-12,400.8521,1.0183098,1810.9578,0.0042957747
2014-06-13,400.82025,0.54642856,1811.0596,0.0025595238
2014-06-14,399.75742,0.36481482,1814.4073,0.0012407408
2014-06-15,399.45932,0.4118644,1809.2881,0.001983051
2014-06-16,399.55692,0.40307692,1803.5538,0.002
2014-06-17,398.85455,0.26363638,1804.2878,0.0020454547
2014-06-18,399.13458,0.27901235,1811.0618,0.0014074075
2014-06-19,399.29886,0.30229887,1813.1034,0.0010344828
2014-06-20,399.53708,0.3,1806.5056,0.0010898877
2014-06-21,399.7226,0.30967742,1805.4624,0.0011182796
2014-06-22,399.84042,0.27021277,1808.2021,0.0010638299
2014-06-23,400.04462,0.35538462,1821.4308,0.0011076924
2014-06-24,400.95428,0.40285715,1822.3143,0.0019428573
2014-06-25,401.165,0.59250003,1828.25,0.0035750002
2014-06-26,400.60715,0.7285714,1801.8572,0.0042857146
2014-06-27,400.9138,0.8137931,1815.3448,0.0042068968
2014-06-28,400.38,0.5625,1813.225,0.00295
2014-06-29,400.50848,0.40508476,1808.695,0.0012711865
2014-06-30,400.45776,0.44666666,1804.0444,0.0018666667
2014-07-01,400.5979,0.55625004,1801.2084,0.002
2014-07-02,400.80377,0.5301887,1800.0944,0.0020943398
2014-07-03,400.75714,0.46607143,1801.1786,0.001607143
2014-07-04,400.23386,0.47419354,1799.6774,0.001935484
2014-07-05,399.70175,0.5245614,1795.3684,0.0021754387
2014-07-06,400.156,0.45866668,1797.7333,0.0021600001
2014-07-07,399.81357,0.40617284,1799.1605,0.0019135803
2014-07-08,,,,
2014-07-09,399.79535,0.4,1802.6744,0.001
2014-07-10,399.5694,0.45306122,1797.1224,0.0018163266
2014-07-11,399.48654,0.37884617,1797.3077,0.0012307693
2014-07-12,399.44116,0.35490197,1794.196,0.001764706
2014-07-13,400.4515,0.3257576,1799.5758,0.0012424242
2014-07-14,401.39374,0.38750002,1798.875,0.0015625
2014-07-15,400.45102,0.99591833,1801.0817,0.0049591837
2014-07-16,399.73572,0.5964286,1796.7858,0.0023214286
2014-07-17,399.14117,0.5676471,1795.0588,0.002
2014-07-18,399.3604,0.9145833,1794.5416,0.0044791666
2014-07-19,399.7,0.875,1790.25,0.00425
2014-07-20,399.19998,0.4,1807.0,0.002
2014-07-21,399.48,0.616,1801.52,0.0038
2014-07-22,399.35144,0.54714286,1797.1571,0.0026857143
2014-07-23,399.49866,0.65135133,1796.7162,0.0027027028
2014-07-24,399.7329,0.5039474,1798.5264,0.0023026317
2014-07-25,399.08813,0.49661016,1799.356,0.002
2014-07-26,399.53778,0.60222226,1805.9333,0.0028666668
2014-07-27,399.11716,0.74857146,1805.0857,0.0035714286
2014-07-28,399.65,0.6666667,1812.6666,0.003125
2014-07-29,399.9,0.6351351,1818.2972,0.0030270272
2014-07-30,399.78293,1.1536585,1807.9025,0.0050487802
2014-07-31,399.24893,1.1446809,1805.234,0.0050638295
2014-08-01,399.52,0.45833334,1805.0,0.0018333334
2014-08-02,399.56665,0.30476192,1798.0476,0.0013333334
2014-08-03,400.2069,1.8517241,1821.0344,0.0067931036
2014-08-04,399.24,2.0784614,1807.7307,0.0106692305
2014-08-05,398.55194,0.63631284,1807.4805,0.0029441342
2014-08-06,398.85123,0.6271605,1819.3457,0.0025987655
2014-08-07,398.78943,0.3878049,1821.7723,0.0015365854
2014-08-08,399.49933,0.3834437,1817.3312,0.0022119207
2014-08-09,399.66058,0.3264706,1813.4647,0.0014529412
2014-08-10,399.19873,0.75759494,1809.3164,0.002664557
2014-08-11,399.0029,0.7067961,1809.8544,0.002417476
2014-08-12,399.32877,0.5470588,1813.817,0.002137255
2014-08-13,398.56088,0.5173077,1808.4294,0.002121795
2014-08-14,398.95096,0.5031447,1807.522,0.0020062893
2014-08-15,398.76346,0.46766466,1802.7545,0.002005988
2014-08-16,398.64697,0.50773484,1799.5691,0.002
2014-08-17,398.84473,0.48473686,1803.8368,0.002
2014-08-18,399.3116,0.4762431,1806.685,0.0020110498
2014-08-19,398.10507,0.7627119,1810.7627,0.0034576273
2014-08-20,397.44666,0.84250003,1813.7,0.004091667
2014-08-21,397.87595,0.6544304,1821.1519,0.003
2014-08-22,398.4069,0.51896554,1827.138,0.0020344828
2014-08-23,397.6963,0.837037,1824.1111,0.0036481484
2014-08-24,397.71738,0.99347824,1819.5,0.0041304347
2014-08-25,397.74,1.0,1811.9,0.0041
2014-08-26,397.63876,0.40612245,1812.1224,0.002
2014-08-27,397.82666,0.43166667,1810.8334,0.00205
2014-08-28,398.2931,0.41206896,1813.0,0.0020172414
2014-08-29,397.94916,0.36779663,1809.5933,0.0020169492
2014-08-30,398.10333,0.31666666,1811.55,0.0016500001
2014-08-31,397.68793,0.4724138,1828.069,0.002
2014-09-01,397.3736,0.72075474,1830.0377,0.0033018868
2014-09-02,398.23703,0.7185185,1821.0,0.0032407409
2014-09-03,398.4854,0.62708336,1816.875,0.0023333335
2014-09-04,398.7846,0.6912088,1822.0549,0.003835165
2014-09-05,398.21976,0.50813955,1815.5349,0.0021162792
2014-09-06,397.97638,0.32727274,1813.5818,0.0017818182
2014-09-07,397.92334,0.7633333,1809.3334,0.0030333335
2014-09-08,397.40002,0.75,1805.0,0.0035
2014-09-09,397.43,0.566,1824.54,0.00206
2014-09-10,398.22205,0.46271187,1830.5424,0.0020169492
2014-09-11,398.7482,0.45892859,1828.9108,0.002
2014-09-12,399.2661,0.64576274,1831.5593,0.0027118644
2014-09-13,398.92413,0.5862069,1816.5518,0.002275862
2014-09-14,,,,
2014-09-15,398.55,0.40666667,1820.0333,0.002
2014-09-16,398.20883,0.33823532,1816.2354,0.002029412
2014-09-17,398.7239,0.38043478,1825.1522,0.002
2014-09-18,397.39453,0.32909092,1825.1637,0.002
2014-09-19,397.4222,0.33703706,1832.1482,0.0013333334
2014-09-20,398.0,0.46521738,1834.7826,0.0019565218
2014-09-21,397.6778,0.7972222,1833.9722,0.0036666668
2014-09-22,397.7309,0.35636365,1831.4364,0.0013818182
2014-09-23,397.72076,0.38490567,1831.8679,0.0019056605
2014-09-24,397.4579,0.39298245,1812.7018,0.002
2014-09-25,397.60892,0.4125,1813.5536,0.0020357145
2014-09-26,397.19434,0.5660378,1828.2075,0.002018868
2014-09-27,397.31033,0.76551723,1840.2759,0.0034137932
2014-09-28,397.275,0.87916666,1845.9166,0.003916667
2014-09-29,398.4941,0.53333336,1851.9412,0.0020980393
2014-09-30,397.78845,0.97884613,1842.1154,0.004673077
2014-10-01,398.68112,0.56981134,1852.7548,0.0024716982
2014-10-02,397.09808,0.7846154,1839.1731,0.0036923077
2014-10-03,397.61472,0.9264706,1837.2354,0.0037941178
2014-10-04,397.09,0.525,1827.85,0.0021000002
2014-10-05,398.48297,0.5,1837.9149,0.002106383
2014-10-06,398.7574,0.6786885,1837.8524,0.002967213
2014-10-07,398.94962,0.53307086,1845.4409,0.0020708663
2014-10-08,399.81754,0.46666667,1845.228,0.002035088
2014-10-09,400.04242,0.6515152,1843.1818,0.0020909093
2014-10-10,399.23248,0.5025,1834.375,0.00205
2014-10-11,399.2122,0.44634145,1832.3414,0.002
2014-10-12,399.89523,0.38809526,1831.3334,0.002
2014-10-13,399.71915,1.0957447,1840.0426,0.005148936
2014-10-14,399.25,0.67777777,1842.8334,0.003388889
2014-10-15,397.35,0.54,1835.45,0.0038
2014-10-16,399.285,0.5375,1846.025,0.0023
2014-10-17,399.48334,0.8833333,1840.8334,0.0038333335
2014-10-18,399.0893,0.5821429,1854.0,0.0020357145
2014-10-19,398.93616,0.5148936,1840.3191,0.0020425534
2014-10-20,399.4,0.9678571,1831.9642,0.0040714284
2014-10-21,399.88205,0.55641025,1850.4615,0.003102564
2014-10-22,398.6,0.82,1833.0,0.0039600004
2014-10-23,398.75116,0.51860464,1834.4884,0.003
2014-10-24,398.39185,0.60408163,1831.7347,0.003
2014-10-25,397.38,0.66333336,1820.9667,0.003
2014-10-26,398.86563,0.975,1851.1875,0.0045625
2014-10-27,398.9178,0.7688889,1842.3778,0.0034222223
2014-10-28,399.54053,0.527027,1847.7028,0.0022162164
2014-10-29,398.61703,0.40212765,1836.5319,0.002
2014-10-30,399.9091,0.77727276,1832.8182,0.004
2014-10-31,398.61667,0.65833336,1824.9166,0.003
2014-11-01,398.4125,0.675,1844.5,0.00325
2014-11-02,400.09564,0.84565216,1845.7391,0.003652174
2014-11-03,399.5111,0.41333333,1838.8223,0.0020666667
2014-11-04,398.50455,0.30227274,1834.9318,0.0010454546
2014-11-05,397.59772,0.31818184,1830.9546,0.0014318182
2014-11-06,398.02258,0.3451613,1823.8387,0.002
2014-11-07,398.50833,0.40416667,1827.2916,0.002
2014-11-08,399.52856,0.49285716,1833.3572,0.003
2014-11-09,399.59583,0.36458334,1834.5,0.0020208333
2014-11-10,399.65,0.56428576,1830.1428,0.0031071429
2014-11-11,,,,
2014-11-12,398.5,0.52,1827.0,0.003
2014-11-13,398.96667,0.43333334,1826.3334,0.002
2014-11-14,407.3,1.0,1879.0,0.005
2014-11-15,401.03076,1.1692308,1844.6923,0.005230769
2014-11-16,399.20285,0.50857145,1836.5714,0.0020285714
2014-11-17,397.94287,0.34857145,1823.0571,0.0015428573
2014-11-18,396.53,0.96000004,1811.8,0.0041
2014-11-19,398.75153,0.52727276,1827.1212,0.0026060606
2014-11-20,399.85263,0.5526316,1843.421,0.0021052633
2014-11-21,399.66943,1.0305556,1846.6666,0.005
2014-11-22,399.99677,0.5129032,1833.3226,0.0020645163
2014-11-23,398.075,0.6,1831.0,0.0021875
2014-11-24,398.1925,0.625,1830.175,0.0030750001
2014-11-25,398.17383,0.60714287,1824.2142,0.0022142858
2014-11-26,397.40976,0.6560976,1811.8292,0.003
2014-11-27,397.28333,0.5625,1810.5,0.002
2014-11-28,398.62903,0.5,1824.5807,0.002
2014-11-29,398.5657,0.47714287,1827.9714,0.002
2014-11-30,,,,
2014-12-01,,,,
2014-12-02,,,,
2014-12-03,,,,
2014-12-04,,,,
2014-12-05,,,,
2014-12-06,401.92856,0.54285717,1838.5714,0.0024285715
2014-12-07,398.3,0.5,1821.0,0.003
2014-12-08,399.3154,0.5,1818.4615,0.002
2014-12-09,399.2,0.5,1817.0,0.002
2014-12-10,400.03333,0.5,1827.3334,0.002
2014-12-11,,,,
2014-12-12,,,,
2014-12-13,399.23334,0.50666666,1829.6,0.002
2014-12-14,399.9421,0.6421053,1825.3684,0.0026842107
2014-12-15,399.18335,1.0083333,1826.4166,0.0048333337
2014-12-16,,,,
2014-12-17,399.75833,1.425,1830.1666,0.006
2014-12-18,400.975,0.9,1832.75,0.004
2014-12-19,400.53287,0.40684932,1833.8219,0.001972603
2014-12-20,,,,
2014-12-21,400.06842,0.5368421,1830.9474,0.002368421
2014-12-22,400.10336,0.44789916,1823.6891,0.002
2014-12-23,398.7195,0.4186992,1820.2439,0.0010162602
2014-12-24,398.74374,0.7,1821.75,0.0031875
2014-12-25,398.61227,0.4,1818.8948,0.0010789474
2014-12-26,399.63535,0.30977446,1824.2482,0.002
2014-12-27,399.09216,0.33823532,1821.1372,0.002
2014-12-28,399.3951,0.41463414,1824.0122,0.0022073172
2014-12-29,399.99667,0.3,1827.1833,0.0011166667
2014-12-30,,,,
2014-12-31,400.1275,0.65500003,1817.075,0.003
2015-01-01,400.24545,0.41363636,1827.9318,0.0019545455
2015-01-02,400.2909,0.49545455,1831.6136,0.002
2015-01-03,401.10303,0.5,1835.3636,0.002
2015-01-04,399.87057,0.5882353,1819.0294,0.0022058825
2015-01-05,398.51428,0.64285713,1804.5714,0.0030238095
2015-01-06,398.12143,0.44285715,1800.5476,0.0030714285
2015-01-07,398.42307,0.6769231,1809.6154,0.0021538462
2015-01-08,401.1276,0.48965517,1818.5172,0.002862069
2015-01-09,404.56665,0.5,1844.3334,0.0023333335
2015-01-10,405.2,0.5,1844.0,0.003
2015-01-11,,,,
2015-01-12,401.84,0.7,1831.8,0.004
2015-01-13,402.1476,0.5761905,1840.762,0.002952381
2015-01-14,400.11316,1.0105263,1822.3422,0.004710526
2015-01-15,399.75,0.70555556,1816.2222,0.0042222226
2015-01-16,399.6,0.62083334,1818.0834,0.002625
2015-01-17,399.69168,0.39166668,1822.6666,0.0019166667
2015-01-18,399.9,0.5,1818.5454,0.002
2015-01-19,402.24072,0.6481482,1834.9259,0.003
2015-01-20,409.4,0.8,1877.0,0.004
2015-01-21,403.02856,0.60408163,1828.7755,0.0021428573
2015-01-22,400.7857,0.64285713,1821.2858,0.0022857143
2015-01-23,399.77905,0.49534884,1817.5814,0.002
2015-01-24,399.00455,0.5,1810.4318,0.002
2015-01-25,398.63,0.37333333,1809.6,0.002
2015-01-26,,,,
2015-01-27,399.43332,0.89047617,1812.3334,0.004
2015-01-28,398.33334,1.5333333,1801.4445,0.0075555556
2015-01-29,398.55,0.4,1804.0,0.002
2015-01-30,,,,
2015-01-31,400.705,1.02,1818.9,0.00485
2015-02-01,399.61765,0.66176474,1814.7059,0.0032058824
2015-02-02,400.19287,0.35357144,1813.1786,0.0020714286
2015-02-03,401.45172,1.075862,1815.4482,0.0042413794
2015-02-04,403.12,0.87,1825.825,0.0041
2015-02-05,400.44363,0.42909092,1812.3818,0.002109091
2015-02-06,401.0383,0.8787234,1815.2766,0.0037021278
2015-02-07,399.53333,0.9,1807.3334,0.004
2015-02-08,399.73953,0.8860465,1807.7675,0.0040697674
2015-02-09,401.575,0.6477273,1830.4318,0.0030909092
2015-02-10,400.94318,0.6045455,1826.7273,0.0021136364
2015-02-11,400.13077,0.76153845,1817.0385,0.003
2015-02-12,400.19598,0.548,1814.3,0.00208
2015-02-13,399.19724,0.53055555,1806.3055,0.002
2015-02-14,399.85226,0.7,1810.6136,0.0021818182
2015-02-15,401.37692,0.7,1829.3077,0.0022307693
2015-02-16,403.40588,0.5647059,1835.4412,0.0026764707
2015-02-17,402.26117,0.56990296,1828.068,0.0021262136
2015-02-18,401.38727,0.62363636,1823.091,0.0024363636
2015-02-19,402.70514,0.5871795,1831.7179,0.0020512822
2015-02-20,403.57144,0.51428574,1832.8572,0.0025714287
2015-02-21,401.04074,0.8055556,1823.0186,0.0040185186
2015-02-22,,,,
2015-02-23,400.975,0.85833335,1822.0,0.004
2015-02-24,400.16434,0.5403101,1806.2404,0.002
2015-02-25,400.9987,0.41644737,1821.7764,0.001881579
2015-02-26,403.2202,0.6666667,1841.2727,0.0034242426
2015-02-27,,,,
2015-02-28,400.7,0.70000005,1821.0,0.003
2015-03-01,400.45,0.95,1807.0,0.0035
2015-03-02,400.26666,0.73333335,1799.3334,0.003
2015-03-03,400.7911,0.75555557,1808.2444,0.0034666667
2015-03-04,401.10345,0.44827586,1823.5,0.0016034483
2015-03-05,400.69183,0.90408164,1817.1224,0.003959184
2015-03-06,400.51404,0.37017545,1816.386,0.0017368422
2015-03-07,400.66876,0.58750004,1820.125,0.002
2015-03-08,401.17,0.414,1825.36,0.002
2015-03-09,402.72638,0.53296703,1834.6044,0.0021868132
2015-03-10,401.44092,1.2045455,1824.3182,0.0051818183
2015-03-11,,,,
2015-03-12,401.89334,0.6,1831.5,0.0025333334
2015-03-13,401.53333,0.56666666,1824.5454,0.0026666666
2015-03-14,400.27942,0.6029412,1818.9412,0.0030882354
2015-03-15,399.97778,0.5777778,1819.6666,0.0026666669
2015-03-16,400.89334,0.56666666,1821.0,0.0034
2015-03-17,402.0,0.9,1827.1666,0.004166667
2015-03-18,,,,
2015-03-19,401.78668,0.59000003,1835.5333,0.002
2015-03-20,402.69757,1.0536586,1839.9025,0.004634146
2015-03-21,403.2903,0.47741935,1844.1936,0.002
2015-03-22,403.01,0.59000003,1836.7,0.0026
2015-03-23,402.71875,0.721875,1833.125,0.00221875
2015-03-24,402.4,0.722,1822.46,0.0021000002
2015-03-25,402.94,0.9088889,1825.7333,0.0038
2015-03-26,401.62808,0.48245615,1821.035,0.002245614
2015-03-27,401.93286,0.4157143,1821.6143,0.0025428573
2015-03-28,402.0107,0.39642859,1820.0358,0.0022678573
2015-03-29,401.78937,0.41276595,1811.8298,0.002106383
2015-03-30,403.04877,0.4195122,1821.9756,0.0020487807
2015-03-31,403.075,0.565625,1825.0938,0.00278125
2015-04-01,402.74524,0.53333336,1826.5714,0.0021904763
2015-04-02,402.5346,0.42307693,1829.7885,0.002
2015-04-03,402.25455,0.44545454,1829.591,0.002
2015-04-04,402.58,0.5618182,1825.509,0.0023636364
2015-04-05,402.35406,0.6081081,1828.8379,0.002972973
2015-04-06,403.4711,0.6,1831.5333,0.0031555556
2015-04-07,402.98,0.8933333,1818.4667,0.0041333335
2015-04-08,403.41702,0.6042553,1826.3617,0.0021914893
2015-04-09,403.51,0.628,1823.94,0.0033800001
2015-04-10,403.08572,0.71428573,1824.1428,0.004
2015-04-11,,,,
2015-04-12,,,,
2015-04-13,403.5675,0.5,1826.975,0.002
2015-04-14,404.3,0.56666666,1840.6923,0.0020512822
2015-04-15,404.4579,0.6052632,1842.4036,0.0023333335
2015-04-16,403.94913,0.8368421,1838.035,0.003
2015-04-17,403.9,0.6421053,1841.5964,0.0029298246
2015-04-18,403.92203,0.64745766,1838.4237,0.0023050848
2015-04-19,403.97858,0.67321426,1837.6786,0.0023392858
2015-04-20,403.1143,0.5492064,1831.1587,0.0021269843
2015-04-21,402.66,0.51,1828.15,0.002
2015-04-22,,,,
2015-04-23,,,,
2015-04-24,,,,
2015-04-25,,,,
2015-04-26,402.8958,0.53361344,1828.2605,0.002672269
2015-04-27,403.56094,0.41164383,1831.6233,0.0020547947
2015-04-28,402.89502,0.42298138,1826.5776,0.002
2015-04-29,403.5977,0.54883724,1826.1163,0.0028217055
2015-04-30,402.6377,0.72786885,1819.0819,0.0033934426
2015-05-01,402.72824,0.67764705,1818.7412,0.0031294117
2015-05-02,402.8609,0.46153846,1820.9103,0.0021282053
2015-05-03,403.02,0.436,1826.696,0.002
2015-05-04,402.79895,0.7244681,1820.0957,0.0027765958
2015-05-05,402.612,0.804,1812.16,0.0036000002
2015-05-06,,,,
2015-05-07,,,,
2015-05-08,402.09998,1.9,1800.5,0.008
2015-05-09,403.28183,0.43636364,1821.909,0.002
2015-05-10,403.22577,0.4348485,1828.0227,0.002
2015-05-11,403.4797,0.7048951,1830.7902,0.0043846155
2015-05-12,402.52267,1.0106667,1816.5466,0.004826667
2015-05-13,402.93695,1.15,1814.8695,0.005717391
2015-05-14,403.575,1.2125,1810.375,0.006416667
2015-05-15,403.19998,2.78,1806.6,0.0112
2015-05-16,403.63077,2.7,1832.2307,0.010692308
2015-05-17,402.3,2.3666666,1826.6666,0.011
2015-05-18,403.03436,2.2,1824.3125,0.011375
2015-05-19,402.9687,1.979518,1828.2169,0.012024096
2015-05-20,403.04858,1.2728572,1820.2858,0.0068285717
2015-05-21,403.48126,0.759375,1818.5625,0.0036875
2015-05-22,,,,
2015-05-23,,,,
2015-05-24,,,,
2015-05-25,402.9659,0.53636366,1829.2046,0.0025000002
2015-05-26,403.636,0.556,1829.16,0.0028000001
2015-05-27,403.90588,0.68970585,1828.0146,0.003
2015-05-28,404.37244,0.62598425,1830.6771,0.0030708662
2015-05-29,404.61707,0.5627907,1826.876,0.0030387598
2015-05-30,404.7913,0.4978261,1824.8478,0.0025108696
2015-05-31,404.37805,0.4089431,1824.4147,0.0020325205
2015-06-01,404.1977,0.80229884,1829.9425,0.0031609198
2015-06-02,403.92407,0.50061727,1831.1975,0.0022469137
2015-06-03,403.72174,0.5565218,1826.8478,0.0033913045
2015-06-04,404.35333,0.9433333,1830.1333,0.0069
2015-06-05,402.62354,1.6117647,1824.8823,0.008235294
2015-06-06,402.87125,2.1,1826.9178,0.011369863
2015-06-07,402.9424,0.7618182,1832.4,0.0039818184
2015-06-08,403.43216,0.45847952,1820.5555,0.0020818715
2015-06-09,403.24,0.46333334,1808.1,0.0023
2015-06-10,403.4269,0.7076923,1817.8846,0.004
2015-06-11,404.59412,1.1745098,1825.7843,0.0056862747
2015-06-12,405.5079,1.5578947,1830.921,0.007394737
2015-06-13,405.0694,0.90204084,1825.7347,0.0051632654
2015-06-14,404.32745,0.6156863,1825.9902,0.0032647059
2015-06-15,404.59485,0.45463917,1821.6804,0.0021340207
2015-06-16,404.2326,0.4166667,1815.6957,0.0020072465
2015-06-17,404.1538,0.40759495,1811.1456,0.0020189874
2015-06-18,403.58902,0.40451613,1811.6774,0.0020064516
2015-06-19,403.7185,0.4027778,1806.9259,0.002
2015-06-20,403.69073,0.5258278,1803.9271,0.0025960265
2015-06-21,403.38458,0.504321,1806.7037,0.0024320988
2015-06-22,403.78036,0.45119047,1813.2738,0.0021666668
2015-06-23,404.0757,0.42718446,1816.2427,0.002009709
2015-06-24,404.1811,0.55792683,1816.2561,0.003640244
2015-06-25,404.32623,0.4445122,1817.8353,0.0024268294
2015-06-26,404.5948,0.53656715,1813.791,0.0027910448
2015-06-27,404.05713,0.91785717,1805.8928,0.006
2015-06-28,405.26584,2.2292683,1818.2927,0.009097561
2015-06-29,405.4,1.8736842,1821.6842,0.008736842
2015-06-30,405.0838,1.3542857,1828.4667,0.007409524
2015-07-01,,,,
2015-07-02,404.46667,0.5212121,1822.2424,0.0030151515
2015-07-03,404.3168,0.42880002,1813.096,0.00224
2015-07-04,404.10117,0.50229883,1812.4482,0.0027586208
2015-07-05,,,,
2015-07-06,,,,
2015-07-07,,,,
