,xco2_biascorrected,xco2_uncertainty
2011-10-19 10:27:37.412,387.3815,0.9496065
2011-10-19 10:27:42.023,387.56165,0.932358
2011-10-19 10:27:46.631,390.1679,1.0222856
2011-10-19 10:27:51.241,388.19223,1.0389704
2011-10-19 10:27:55.850,389.25986,1.0378757
2011-10-19 10:30:18.745,388.6763,0.9988634
2011-10-19 10:30:23.354,389.38715,0.9711237
2011-10-19 10:30:27.964,389.54425,0.9711497
2011-10-19 10:30:51.010,389.068,1.200403
2011-10-19 10:30:55.621,390.78644,1.2018567
2011-10-19 10:31:27.886,389.66876,1.0272285
2011-10-19 10:31:32.497,390.07077,1.054288
2011-10-19 10:31:37.106,390.54724,1.0355645
2011-10-19 10:32:09.373,388.44147,0.98713773
2011-10-19 10:32:18.591,387.18628,0.97215945
2011-10-20 10:57:16.099,389.91656,1.0381485
2011-10-20 10:57:20.710,388.52246,1.2510233
2011-10-20 10:57:29.929,392.23593,1.1422153
2011-10-20 10:57:34.538,384.01437,1.2097601
2011-10-20 10:57:39.148,393.52124,1.17411
2011-10-20 10:57:43.756,391.25082,1.090324
2011-10-20 10:57:48.367,388.09375,1.0405602
2011-10-20 10:57:52.976,391.38034,1.0514504
2011-10-20 10:57:57.586,389.7339,1.1812238
2011-10-20 10:58:43.682,387.04626,0.9922622
2011-10-20 10:58:48.289,387.26608,1.0353515
2011-10-20 10:58:52.900,389.4416,0.9515621
2011-10-20 10:58:57.508,389.8329,0.93410516
2011-10-20 10:59:02.119,387.04865,0.9286559
2011-10-20 10:59:06.727,388.28232,0.9328685
2011-10-20 10:59:11.338,387.40063,0.9034961
2011-10-20 10:59:38.995,387.4156,0.8352129
2011-10-21 10:07:01.014,390.9835,0.83733624
2011-10-21 10:07:10.233,390.21585,0.8351788
2011-10-21 10:07:42.500,393.23068,1.3054804
2011-10-21 10:07:47.109,393.22888,1.2824452
2011-10-21 10:07:51.719,392.46304,1.2651643
2011-10-21 10:10:00.786,389.02255,0.8264812
2011-10-21 10:10:05.393,389.92456,0.82379717
2011-10-21 10:10:10.005,389.39792,0.83084583
2011-10-21 10:10:33.051,395.04517,1.4434454
2011-10-21 10:10:37.662,392.08533,1.3463473
2011-10-21 11:29:17.721,394.3791,1.238318
2011-10-22 10:26:12.876,388.00534,0.89903736
2011-10-22 10:26:17.487,386.25302,0.8871846
2011-10-22 10:30:17.180,389.3089,0.93307894
2011-10-22 10:30:21.788,388.70828,0.91212606
2011-10-22 10:30:26.399,388.9003,0.92309666
2011-10-22 10:30:31.007,390.45953,1.004198
2011-10-22 10:30:35.618,390.44702,0.9911622
2011-10-22 10:30:40.226,389.52518,1.0067769
2011-10-22 10:30:44.836,387.8597,1.163631
2011-10-22 10:30:49.445,389.17545,1.1585226
2011-10-22 10:30:54.055,386.93655,1.1533875
2011-10-22 10:32:21.635,386.45377,1.0558387
2011-10-22 10:32:26.245,388.86765,1.009476
2011-10-22 10:32:30.853,389.4499,1.140289
2011-10-22 10:32:35.464,387.87125,1.0167426
2011-10-22 10:33:44.605,384.93024,1.0025381
2011-10-22 10:33:49.216,386.47974,0.98976254
2011-10-22 10:33:53.824,385.86078,0.95986944
2011-10-22 10:40:48.677,390.55014,0.9511035
2011-10-23 10:54:42.301,388.21542,1.3769752
2011-10-23 10:54:46.909,388.69022,1.3845577
2011-10-23 10:54:51.519,387.7568,1.3562379
2011-10-23 10:54:56.127,387.56653,1.3783363
2011-10-23 10:55:00.738,388.72375,1.3780118
2011-10-23 10:55:05.346,388.9789,1.3544021
2011-10-23 10:57:00.584,388.28363,1.1767677
2011-10-23 10:57:05.193,388.9187,1.1640521
2011-10-23 10:57:09.803,388.14276,1.1520852
2011-10-23 10:57:46.678,391.10547,1.2696847
2011-10-23 10:57:51.287,390.1438,1.2561452
2011-10-23 10:57:55.898,386.55017,0.96328175
2011-10-23 10:58:00.505,387.2297,0.9704538
2011-10-23 10:58:05.116,387.23453,0.963709
2011-10-23 10:58:09.724,386.64713,0.98523647
2011-10-23 10:58:14.335,386.5235,0.9690967
2011-10-23 10:58:18.943,386.46567,0.9616607
2011-10-23 11:01:09.495,389.8435,1.0771892
2011-10-23 11:01:14.104,390.62787,1.0752718
2011-10-23 11:01:18.714,388.52002,1.0565326
2011-10-23 11:01:23.322,386.29324,0.89736843
2011-10-23 11:01:27.932,387.45435,0.90459836
2011-10-23 11:01:32.541,387.62454,0.9063223
2011-10-23 11:02:04.808,387.77994,0.9430465
2011-10-23 11:02:09.416,387.1886,0.93651724
2011-10-23 11:02:14.027,388.10925,0.9105018
2011-10-23 11:02:23.246,388.92807,0.93738294
2011-10-23 11:02:27.854,388.9782,0.951013
2011-10-23 11:02:32.465,387.1267,0.9732084
2011-10-23 11:02:37.074,389.3443,0.935891
2011-10-23 11:02:41.685,388.50446,0.95395714
2011-10-23 11:03:41.605,388.19757,0.97056013
2011-10-23 11:03:46.217,389.15384,0.9684297
2011-10-23 11:03:50.825,387.753,0.98730594
2011-10-23 11:03:55.436,389.42307,1.0491134
2011-10-23 11:04:00.044,389.42035,1.0086492
2011-10-23 11:04:04.655,389.02908,1.0286001
2011-10-24 10:07:13.118,391.79636,0.9010672
2011-10-24 10:07:26.946,391.10114,0.8784733
2011-10-24 10:07:31.555,391.1553,0.8788018
2011-10-24 10:07:36.164,391.2848,0.8702516
2011-10-24 10:07:40.775,393.7637,1.2150905
2011-10-24 10:07:45.383,392.96973,1.1710107
2011-10-24 10:07:49.994,392.5117,1.1687516
2011-10-24 10:08:22.259,392.00778,1.2602773
2011-10-24 10:08:26.870,393.09512,1.2189391
2011-10-24 10:08:31.479,392.0029,1.1561887
2011-10-24 10:10:31.326,393.04147,1.4630388
2011-10-24 10:10:35.936,392.08307,1.3267375
2011-10-24 10:11:12.812,391.62396,1.521628
2011-10-24 10:11:17.421,390.20557,1.3687602
2011-10-24 10:11:26.640,390.23575,1.0694917
2011-10-24 10:11:31.250,389.79138,1.0312233
2011-10-24 11:28:06.860,388.11533,1.2304864
2011-10-24 11:28:11.470,387.36636,1.1996027
2011-10-24 11:28:16.079,387.78668,1.1955279
2011-10-25 10:26:06.631,386.9643,1.1210096
2011-10-25 10:26:11.239,387.7296,1.1347438
2011-10-25 10:26:15.849,387.26093,1.1501839
2011-10-25 10:27:43.429,389.28632,1.1253084
2011-10-25 10:27:48.039,391.21075,1.107619
2011-10-25 10:30:15.543,389.9678,0.9352487
2011-10-25 10:30:20.152,389.40485,0.94475925
2011-10-25 10:30:24.762,389.8798,0.9643519
2011-10-25 10:30:29.370,390.29803,0.9872846
2011-10-25 10:30:43.200,389.59146,1.1430221
2011-10-25 10:30:47.808,387.86496,1.142643
2011-10-25 10:30:52.419,389.5468,1.1462969
2011-10-25 10:31:24.684,389.89468,0.98457086
2011-10-25 10:31:29.294,389.66458,0.98493034
2011-10-25 10:31:33.902,389.7426,0.99508995
2011-10-25 10:38:05.710,391.52344,0.9667758
2011-10-25 10:38:10.318,390.28452,0.962756
2011-10-25 10:38:14.929,390.84003,0.9585691
2011-10-25 10:39:24.070,391.4436,0.8883595
2011-10-25 10:41:05.479,388.91635,1.2296518
2011-10-25 10:41:10.090,389.03497,1.2174195
2011-10-26 10:57:12.738,390.62018,1.0768974
2011-10-26 11:00:40.162,388.64392,0.98473954
2011-10-26 11:00:44.773,390.03787,0.9910412
2011-10-26 11:00:49.381,387.25278,0.98779947
2011-10-26 11:01:07.819,389.32278,1.0909743
2011-10-26 11:01:12.430,388.55038,1.1039515
2011-10-26 11:01:17.037,388.5678,1.1258588
2011-10-26 11:01:21.649,387.8564,0.9888557
2011-10-26 11:01:26.256,386.64774,0.9892658
2011-10-26 11:01:30.867,387.05832,0.99897355
2011-10-26 11:02:03.132,387.70276,0.9231004
2011-10-26 11:02:07.743,386.64163,0.9278509
2011-10-26 11:02:12.352,386.7513,0.9344704
2011-10-26 11:03:39.932,390.84808,0.98253113
2011-10-26 11:03:44.540,389.39926,1.0135143
2011-10-26 11:03:49.151,391.9253,1.0025249
2011-10-26 11:03:58.370,391.17758,1.0063262
2011-10-26 11:04:02.978,390.19128,1.0134877
2011-10-26 11:05:02.903,390.5657,1.1996378
2011-10-26 11:05:07.511,390.6975,1.1954788
2011-10-26 11:05:12.121,390.3883,1.1825628
2011-10-27 10:06:02.357,393.07825,0.8546841
2011-10-27 10:06:06.965,392.89627,0.8597499
2011-10-27 10:06:11.576,392.99197,0.8519177
2011-10-27 10:06:57.671,391.43134,0.8680159
2011-10-27 10:07:02.279,390.34775,0.8852831
2011-10-27 10:07:06.890,390.35925,0.8930399
2011-10-27 10:07:39.156,392.92157,1.2677393
2011-10-27 10:07:43.767,393.7366,1.2562162
2011-10-27 10:07:48.375,392.73264,1.2647724
2011-10-27 10:08:20.643,396.2592,1.4263186
2011-10-27 10:08:25.251,397.05527,1.3798258
2011-10-27 10:08:29.862,396.34546,1.3487568
2011-10-27 11:27:51.424,388.55374,1.3331723
2011-10-27 11:27:56.035,387.58762,1.3176821
2011-10-27 11:28:00.643,388.99893,1.3062478
2011-10-27 11:28:05.254,388.01385,1.2472823
2011-10-27 11:28:09.862,387.26895,1.2112775
2011-10-27 11:28:14.473,388.95212,1.2127991
2011-10-28 10:27:42.080,389.16028,0.90606385
2011-10-28 10:27:46.689,389.50278,0.9102181
2011-10-28 10:27:51.298,388.4255,0.9076395
2011-10-28 10:31:23.335,389.08438,0.89653295
2011-10-28 10:31:27.945,389.6579,0.910066
2011-10-28 10:40:41.084,389.7106,0.9999525
2011-10-28 10:40:45.695,390.1547,0.9984248
2011-10-28 10:41:08.742,392.34384,1.1637462
2011-10-28 10:41:13.352,392.65656,1.1616615
2011-10-28 10:42:13.275,391.3613,1.0014235
2011-10-28 10:42:17.885,390.3426,0.99495304
2011-10-28 10:42:22.494,391.02383,1.0143242
2011-10-29 10:54:30.523,388.34122,1.325271
2011-10-29 10:54:35.133,388.32285,1.3122568
2011-10-29 10:54:39.742,388.20172,1.3212024
2011-10-29 10:58:11.779,389.7697,1.0117412
2011-10-29 10:58:16.388,387.24622,1.0005503
2011-10-29 10:58:20.998,388.58017,0.99041206
2011-10-29 10:59:20.922,390.8156,1.2773706
2011-10-29 10:59:25.530,390.64404,1.2563484
2011-10-29 10:59:30.141,389.4009,1.2394416
2011-10-29 11:00:30.063,387.28845,0.87061405
2011-10-29 11:00:34.673,389.41714,0.8712699
2011-10-29 11:00:39.282,387.15015,0.8686607
2011-10-29 11:00:57.720,389.58322,1.10336
2011-10-29 11:01:02.330,388.9731,1.0928767
2011-10-29 11:01:06.939,388.55725,1.0916731
2011-10-29 11:01:11.549,387.15094,0.86029637
2011-10-29 11:01:16.157,386.36572,0.86632174
2011-10-29 11:01:20.768,386.79764,0.8509816
2011-10-29 11:02:20.691,388.3397,0.9442082
2011-10-29 11:02:25.301,389.25165,0.9669592
2011-10-29 11:02:29.910,388.37146,0.9536585
2011-10-29 11:02:34.519,388.7251,0.87971693
2011-10-29 11:02:39.129,388.35223,0.8782529
2011-10-29 11:02:43.739,388.79193,0.8709534
2011-10-30 10:05:43.207,390.85602,0.81142193
2011-10-30 10:05:47.817,391.35156,0.8138978
2011-10-30 10:05:52.426,391.19104,0.8171056
2011-10-30 10:05:57.036,391.4975,0.90889186
2011-10-30 10:06:01.645,390.5307,0.90007025
2011-10-30 10:06:06.255,391.22995,0.92276365
2011-10-30 10:09:42.902,394.0744,1.349269
2011-10-30 10:09:47.512,393.26584,1.3098205
2011-10-30 11:27:04.599,389.58878,1.6472706
2011-10-30 11:27:09.209,394.84238,1.6946361
2011-10-30 11:27:13.818,391.55942,1.6404318
2011-10-31 10:26:04.193,386.92682,1.1847054
2011-10-31 10:26:08.802,387.5858,1.1704644
2011-10-31 10:26:13.412,387.2804,1.1552807
2011-10-31 10:26:18.021,390.5068,0.9491391
2011-10-31 10:26:22.631,389.90686,0.98363775
2011-10-31 10:26:27.240,390.3695,0.9523312
2011-10-31 10:27:40.991,391.44064,0.9994556
2011-10-31 10:27:45.601,392.3806,1.0116278
2011-10-31 10:27:50.211,390.94858,1.0151883
2011-10-31 10:38:03.272,388.91367,0.986888
2011-10-31 10:38:07.881,389.27664,0.97570455
2011-10-31 10:38:12.492,390.2063,0.9820655
2011-10-31 10:38:17.100,390.02722,0.8959269
2011-10-31 10:38:21.710,390.80008,0.91741866
2011-10-31 10:38:26.319,391.8208,0.91996044
2011-10-31 10:38:58.586,390.6834,0.95309854
2011-10-31 10:39:03.195,390.18457,0.9520119
2011-10-31 10:39:07.805,389.3686,0.9397929
2011-11-01 10:57:01.117,390.1623,1.3453888
2011-11-01 10:57:05.727,391.2174,1.3332363
2011-11-01 10:57:10.337,390.12396,1.3206103
2011-11-01 10:57:28.774,387.59113,1.0100979
2011-11-01 10:57:33.384,387.97458,1.0124744
2011-11-01 10:57:37.993,388.72876,1.0060089
2011-11-01 10:57:42.602,389.24368,1.0606428
2011-11-01 10:57:47.212,389.92084,1.0473241
2011-11-01 10:57:51.821,389.73135,1.0579815
2011-11-01 10:57:56.431,387.95517,1.033707
2011-11-01 10:58:01.041,386.6187,1.0257565
2011-11-01 10:58:05.649,389.11914,1.0227426
2011-11-01 10:58:10.259,390.59937,1.0185153
2011-11-01 10:58:14.868,388.61005,1.0296434
2011-11-01 10:58:19.478,389.2399,1.0280094
2011-11-01 10:59:19.401,387.00937,0.9730705
2011-11-01 10:59:24.011,385.50784,0.9617367
2011-11-01 10:59:28.620,387.64056,0.9623829
2011-11-01 11:00:56.200,389.18573,0.87677306
2011-11-01 11:01:00.810,387.90436,0.86980563
2011-11-01 11:01:05.419,387.96442,0.87037134
2011-11-02 10:04:18.434,389.36172,0.8321312
2011-11-02 10:04:23.044,388.6508,0.82122207
2011-11-02 10:11:13.289,388.7272,1.1157775
2011-11-02 10:11:17.900,389.87122,1.0639032
2011-11-02 10:11:22.509,389.1104,1.0371827
2011-11-03 10:28:39.143,390.94397,1.1914709
2011-11-03 10:28:43.752,391.39124,1.1789283
2011-11-03 10:28:48.362,389.6263,1.1627495
2011-11-03 10:29:06.800,389.34915,1.0157567
2011-11-03 10:29:11.409,389.30634,1.0100951
2011-11-03 10:29:16.019,388.00964,1.0011106
2011-11-03 10:30:02.114,391.41174,0.9879409
2011-11-03 10:30:11.333,390.04297,0.98525053
2011-11-03 10:30:15.941,389.51843,0.9396847
2011-11-03 10:30:20.552,389.9428,0.9476414
2011-11-03 10:30:25.160,389.0243,0.94811714
2011-11-03 10:43:14.945,391.26566,0.82832605
2011-11-03 10:43:19.553,391.30005,0.83006597
2011-11-03 10:43:24.164,390.1375,0.8303145
2011-11-03 10:43:28.772,390.43204,0.8288559
2011-11-03 10:43:33.383,389.44507,0.8339497
2011-11-04 10:59:36.088,389.80093,1.0182862
2011-11-04 10:59:40.699,390.368,1.0116329
2011-11-04 10:59:45.307,389.6348,1.0084732
2011-11-04 11:00:31.403,389.6618,0.9501749
2011-11-04 11:00:36.013,388.2326,0.944988
2011-11-04 11:00:40.621,389.175,0.9349567
2011-11-04 11:00:59.059,391.3179,1.0895016
2011-11-04 11:01:03.670,389.90866,1.092526
2011-11-04 11:01:08.278,391.359,1.0771952
2011-11-04 11:01:12.888,388.84836,0.97947
2011-11-04 11:01:17.497,390.7252,0.96589833
2011-11-04 11:01:22.107,389.33978,0.99859554
2011-11-04 11:02:08.202,388.87286,0.9142421
2011-11-04 11:02:12.810,389.66537,0.9196369
2011-11-04 11:02:17.421,388.47632,0.92343247
2011-11-04 11:02:22.029,389.67084,0.9014834
2011-11-04 11:02:26.640,389.2269,0.9097641
2011-11-04 11:02:31.248,388.372,0.9086536
2011-11-04 11:02:35.859,389.70682,0.89970523
2011-11-04 11:02:40.467,389.3818,0.9134534
2011-11-04 11:02:45.078,389.56503,0.8898792
2011-11-04 11:03:17.342,386.86777,0.8488273
2011-11-04 11:03:21.953,386.95233,0.8622043
2011-11-04 11:03:26.561,386.18488,0.8570304
2011-11-04 11:03:31.173,386.03815,0.90906954
2011-11-04 11:03:35.781,387.19708,0.8932225
2011-11-04 11:03:40.392,386.6598,0.89525753
2011-11-04 11:03:44.999,388.20642,0.92602766
2011-11-04 11:03:49.610,388.90955,0.93430287
2011-11-04 11:03:54.218,389.32574,0.9341789
2011-11-04 11:04:54.143,388.14825,1.1716156
2011-11-04 11:04:58.751,388.7283,1.1562886
2011-11-04 11:05:03.362,388.032,1.2532271
2011-11-05 11:29:37.846,390.62933,1.3470216
2011-11-05 11:29:42.455,390.07617,1.3255147
2011-11-05 11:29:47.065,392.89563,1.3200742
2011-11-06 10:27:37.640,390.9192,1.0022905
2011-11-06 10:27:42.251,389.35306,0.9985047
2011-11-06 10:27:46.859,389.8733,0.999143
2011-11-06 10:30:09.755,390.05038,0.8882854
2011-11-06 10:30:14.363,389.88736,0.8749228
2011-11-06 10:30:18.973,390.07877,0.8698601
2011-11-06 10:31:18.895,390.80246,1.0161864
2011-11-06 10:31:23.506,389.53842,1.0227108
2011-11-06 10:31:28.115,390.60397,1.0014607
2011-11-06 10:31:32.726,391.2523,1.0778624
2011-11-06 10:31:37.334,391.26132,1.0775818
2011-11-06 10:31:41.945,391.62234,1.0788645
2011-11-06 10:32:00.383,389.83176,0.97793585
2011-11-06 10:32:04.990,390.2745,0.97174937
2011-11-06 10:32:09.602,389.32462,0.9590576
2011-11-06 10:33:18.743,388.52646,1.0700417
2011-11-07 10:57:07.088,390.83286,1.1648837
2011-11-07 10:57:20.918,387.602,1.3785208
2011-11-07 10:57:25.525,390.77264,1.4486469
2011-11-07 10:57:30.137,390.09766,1.2921762
2011-11-07 10:59:29.984,389.05505,0.8219677
2011-11-07 10:59:34.591,390.14142,0.86374277
2011-11-07 11:00:34.516,387.6405,0.85823065
2011-11-07 11:00:39.124,388.16782,0.8591424
2011-11-07 11:00:43.735,388.015,0.86345875
2011-11-07 11:01:02.173,389.53033,1.0244371
2011-11-07 11:01:06.780,390.06226,1.0189608
2011-11-07 11:01:11.391,389.56876,1.009899
2011-11-07 11:01:15.999,388.2377,0.8269498
2011-11-07 11:01:20.610,387.5968,0.82728153
2011-11-07 11:01:25.218,388.3695,0.82655877
2011-11-07 11:01:57.486,387.65393,0.8160064
2011-11-07 11:02:02.094,388.60886,0.821622
2011-11-07 11:02:06.705,387.96368,0.81815076
2011-11-07 11:02:11.312,389.9744,0.8472262
2011-11-07 11:02:15.924,389.12128,0.8429419
2011-11-07 11:02:20.532,390.1578,0.84372205
2011-11-07 11:02:25.143,389.2071,0.8768165
2011-11-07 11:02:29.751,388.7123,0.9006822
2011-11-07 11:02:34.362,388.6725,0.89471984
2011-11-07 11:02:38.970,388.83353,0.84809685
2011-11-07 11:02:43.581,388.73013,0.8461657
2011-11-07 11:02:48.189,389.01266,0.83664304
2011-11-07 11:03:20.456,388.25266,0.9394956
2011-11-07 11:03:25.065,387.93466,0.9570529
2011-11-07 11:03:29.676,388.1221,0.9475332
2011-11-07 11:03:34.283,389.5595,0.97679013
2011-11-07 11:03:38.895,388.8936,0.99181944
2011-11-07 11:03:43.502,389.44708,0.9619797
2011-11-07 11:04:57.253,390.3804,1.2037307
2011-11-07 11:05:01.865,392.0557,1.2303574
2011-11-07 11:05:06.472,392.3195,1.2618463
2011-11-07 11:05:15.691,391.01056,1.4190366
2011-11-08 10:08:19.618,390.99857,1.1940044
2011-11-08 10:08:24.225,392.61966,1.2036976
2011-11-08 10:09:37.978,391.39728,1.3063439
2011-11-08 10:09:42.590,390.84164,1.2528962
2011-11-08 10:09:47.198,391.1615,1.208431
2011-11-08 10:10:01.027,390.7877,0.96890527
2011-11-08 10:10:05.636,392.1222,0.9981973
2011-11-08 10:10:10.246,391.0793,1.039582
2011-11-08 10:11:51.656,388.26764,1.2559838
2011-11-08 10:12:42.360,388.18668,1.1666491
2011-11-08 10:12:46.970,389.8137,1.1281315
2011-11-08 11:29:08.751,394.54105,1.3015428
2011-11-09 10:26:13.242,387.6184,0.942906
2011-11-09 10:26:17.853,388.16476,0.93483543
2011-11-09 10:26:22.460,388.10593,0.93784565
2011-11-09 10:27:22.386,388.9458,0.9145155
2011-11-09 10:27:26.993,389.61795,0.9049958
2011-11-09 10:27:31.605,388.10684,0.89570713
2011-11-09 10:27:36.212,392.7038,1.0399923
2011-11-09 10:27:40.824,391.96475,1.0487878
2011-11-09 10:27:45.431,390.3872,1.0408418
2011-11-09 10:30:08.326,389.29114,0.878333
2011-11-09 10:30:12.935,389.25864,0.88193315
2011-11-09 10:30:17.546,389.2329,0.87199414
2011-11-09 10:30:22.154,387.99112,0.934977
2011-11-09 10:30:26.765,387.93857,0.9285066
2011-11-09 10:30:31.373,389.11597,0.9350909
2011-11-09 10:30:35.984,388.45996,1.1797327
2011-11-09 10:30:40.591,387.30405,1.1700761
2011-11-09 10:30:45.203,387.69785,1.1721501
2011-11-09 10:32:54.268,388.681,0.94251996
2011-11-09 10:32:58.877,387.90027,0.9377803
2011-11-09 10:33:03.487,388.11172,0.93211335
2011-11-09 10:39:21.466,389.59604,0.88427305
2011-11-09 10:39:26.074,391.38385,0.9034662
2011-11-09 10:39:30.685,391.69693,0.879949
2011-11-09 10:40:21.387,389.77527,0.89239264
2011-11-09 10:40:58.262,389.2903,1.0017146
2011-11-09 10:41:02.874,389.68945,0.98014486
2011-11-09 10:41:07.482,390.47855,0.9143024
2011-11-09 10:41:58.188,390.24774,0.9782379
2011-11-09 10:42:07.407,387.97693,1.037012
2011-11-09 10:42:16.626,390.376,1.0214102
2011-11-09 10:42:35.064,390.99744,1.1129892
2011-11-10 10:59:37.746,392.64908,1.0404916
2011-11-10 10:59:42.354,391.72913,1.0004781
2011-11-10 10:59:46.965,391.45996,1.0288829
2011-11-10 11:00:33.060,388.61154,0.91298336
2011-11-10 11:00:37.668,389.19196,0.9189654
2011-11-10 11:00:42.279,387.10855,0.911476
2011-11-10 11:01:14.543,389.94363,0.8970963
2011-11-10 11:01:19.154,388.46524,0.8944422
2011-11-10 11:01:23.762,389.7334,0.88689154
2011-11-10 11:01:56.031,388.9674,0.8646307
2011-11-10 11:02:00.638,389.13156,0.87103164
2011-11-10 11:02:05.250,387.99854,0.87484664
2011-11-10 11:02:09.857,388.68634,0.8836398
2011-11-10 11:02:14.468,389.7428,0.88189167
2011-11-10 11:02:19.076,390.354,0.87992626
2011-11-10 11:02:23.687,389.05252,0.88191503
2011-11-10 11:02:28.295,389.12592,0.89741296
2011-11-10 11:02:32.906,388.64532,0.889933
2011-11-10 11:02:37.513,387.60754,0.8601798
2011-11-10 11:02:42.125,389.00497,0.85258
2011-11-10 11:02:46.732,389.217,0.86380506
2011-11-10 11:03:19.001,387.92276,0.8536165
2011-11-10 11:03:23.608,386.74905,0.8494261
2011-11-10 11:03:28.220,387.54938,0.84001696
2011-11-10 11:03:37.439,388.25433,0.8718889
2011-11-10 11:03:42.046,389.1365,0.8814315
2011-11-10 11:03:46.657,389.28897,0.9150115
2011-11-10 11:03:51.265,389.6975,0.9297984
2011-11-10 11:03:55.876,390.2955,0.9209873
2011-11-11 10:07:32.088,392.70465,1.2297755
2011-11-11 10:07:36.695,393.29315,1.2433461
2011-11-11 10:07:41.306,391.6189,1.2570223
2011-11-11 10:08:13.571,392.44696,1.2545471
2011-11-11 10:08:18.182,392.88583,1.252661
2011-11-11 10:08:22.790,392.5627,1.255531
2011-11-12 10:26:11.939,389.9715,1.0428593
2011-11-12 10:26:16.551,390.41345,1.0601916
2011-11-12 10:26:21.159,390.81827,1.0704194
2011-11-12 10:27:21.084,389.68582,0.9480908
2011-11-12 10:27:25.691,389.26132,0.96786785
2011-11-12 10:27:30.303,390.50098,0.95122516
2011-11-12 10:27:34.910,391.5283,1.039851
2011-11-12 10:27:39.522,392.54572,1.0263947
2011-11-12 10:27:44.130,392.16125,1.0215378
2011-11-12 10:30:07.025,389.88348,0.89933115
2011-11-12 10:30:11.633,389.7129,0.9010103
2011-11-12 10:30:16.244,388.65762,0.9145597
2011-11-12 10:30:20.852,389.15384,0.9565688
2011-11-12 10:30:25.464,387.11432,0.9535512
2011-11-12 10:30:30.072,389.42276,0.9621729
2011-11-12 10:31:16.166,390.89954,1.0215229
2011-11-12 10:31:29.996,390.04312,1.0482106
2011-11-12 10:31:34.604,390.07538,1.0415595
2011-11-12 10:31:39.216,390.92664,1.0387684
2011-11-12 10:31:57.653,390.83887,0.9771371
2011-11-12 10:32:02.260,389.5858,0.9688282
2011-11-12 10:32:11.480,389.42032,1.045308
2011-11-12 10:32:16.091,390.42703,1.0302812
2011-11-12 10:32:20.699,390.4803,1.0422934
2011-11-12 10:32:29.919,390.7307,0.9951684
2011-11-12 10:32:34.529,389.74112,0.9873553
2011-11-12 10:32:39.137,388.71576,1.1122012
2011-11-12 10:32:48.355,389.57526,1.0795202
2011-11-12 10:32:52.966,389.5642,0.9290632
2011-11-12 10:36:20.392,389.82407,0.93058616
2011-11-12 10:36:25.004,390.98483,0.9286916
2011-11-12 10:37:57.193,389.0848,0.9613359
2011-11-12 10:38:01.801,391.67017,0.9483189
2011-11-12 10:38:06.412,391.4196,0.95471704
2011-11-12 10:42:06.106,389.77194,0.9298348
2011-11-12 10:42:10.714,389.96677,0.9331744
2011-11-12 10:42:15.325,388.84286,0.9281256
2011-11-13 09:41:19.521,389.14954,1.369245
2011-11-13 09:41:24.132,389.13025,1.2955164
2011-11-13 10:57:04.431,387.20752,1.4088486
2011-11-13 10:58:41.232,388.89612,1.1574584
2011-11-13 10:58:45.840,392.59705,1.0251021
2011-11-13 11:00:31.859,389.75983,0.9174909
2011-11-13 11:00:36.466,390.74625,0.92340666
2011-11-13 11:00:41.077,388.86996,0.9511954
2011-11-13 11:00:59.516,390.3611,1.0993859
2011-11-13 11:01:04.124,389.55878,1.0931393
2011-11-13 11:01:08.735,389.9875,1.0808858
2011-11-13 11:01:13.342,390.16678,0.9630694
2011-11-13 11:01:17.954,391.01932,0.93258923
2011-11-13 11:01:22.561,391.45975,0.9375116
2011-11-13 11:01:54.829,389.3352,0.8569139
2011-11-13 11:01:59.437,388.9717,0.86900276
2011-11-13 11:02:04.049,388.90176,0.85633457
2011-11-13 11:02:08.656,389.14676,0.87509596
2011-11-13 11:02:13.267,389.17328,0.8750617
2011-11-13 11:02:17.875,389.25122,0.8679095
2011-11-13 11:02:22.486,389.0002,0.94442147
2011-11-13 11:02:27.094,389.4828,0.9120024
2011-11-13 11:02:31.705,387.80084,0.9158743
2011-11-13 11:02:36.312,388.6697,0.86975795
2011-11-13 11:02:40.924,388.51257,0.8661854
2011-11-13 11:02:45.532,388.0458,0.8751317
2011-11-13 11:03:17.799,386.8831,0.87733054
2011-11-13 11:03:22.408,387.94092,0.89328194
2011-11-13 11:03:27.019,387.80893,0.8827932
2011-11-13 11:03:31.627,388.15958,0.88500756
2011-11-13 11:03:36.237,388.47284,0.89063954
2011-11-13 11:03:40.845,388.37103,0.8977677
2011-11-13 11:03:45.456,389.46252,0.8913994
2011-11-13 11:03:50.065,388.45508,0.8961333
2011-11-13 11:03:54.676,388.93018,0.90451264
2011-11-13 11:05:08.427,395.0546,1.4341596
2011-11-13 11:05:13.035,394.962,1.415707
2011-11-14 10:07:30.923,392.46002,1.1144465
2011-11-14 10:08:12.408,392.38162,1.3044612
2011-11-14 10:08:17.019,393.96786,1.3208021
2011-11-14 10:08:21.627,393.20752,1.3161088
2011-11-14 10:08:49.284,391.36066,0.8513778
2011-11-14 10:08:53.895,395.0264,1.2711399
2011-11-14 10:08:58.503,393.20505,1.2361462
2011-11-14 10:09:03.113,392.69858,1.2472659
2011-11-15 10:30:10.464,391.00995,0.9837222
2011-11-15 10:30:15.075,392.27542,1.0497375
2011-11-15 10:30:19.683,392.3362,1.0064638
2011-11-15 10:32:14.922,389.26556,0.99152046
